symbol,Date,Open,High,Low,Close,MA_3,MA_6,MA_12
AAVE-USD,2020-10-31,0.0,65.30593872070312,0.0,29.707517623901367,,,
AAVE-USD,2020-11-30,29.707517623901367,82.17322540283203,25.966154098510742,76.4195327758789,,,
AAVE-USD,2020-12-31,76.42472076416016,96.0685806274414,63.67705154418945,87.52748107910156,64.55151049296062,,
AAVE-USD,2021-01-31,87.54330444335938,317.1885681152344,81.85337829589844,300.06256103515625,154.66985829671225,,
AAVE-USD,2021-02-28,300.03662109375,559.1229248046875,285.1721496582031,344.8699951171875,244.1533457438151,,
AAVE-USD,2021-03-31,345.18927001953125,450.2597961425781,313.8091735839844,377.0081481933594,340.6469014485677,202.59920597076416,
AAVE-USD,2021-04-30,377.1836853027344,486.0367126464844,292.775390625,444.7287902832031,388.8689778645833,271.76941808064777,
AAVE-USD,2021-05-31,444.86553955078125,666.864990234375,210.0482940673828,383.0834045410156,401.6067810058594,322.8800633748372,
AAVE-USD,2021-06-30,382.4317321777344,408.9672546386719,171.3759765625,250.385498046875,359.39923095703125,350.0230662027995,
AAVE-USD,2021-07-31,250.71043395996094,346.71478271484375,213.33627319335938,331.0182800292969,321.4957275390625,355.18235270182294,
AAVE-USD,2021-08-31,331.06805419921875,448.27166748046875,300.56787109375,391.723876953125,324.3758850097656,362.9913330078125,
AAVE-USD,2021-09-30,392.05963134765625,425.2439880371094,252.44725036621094,276.12158203125,332.95457967122394,346.1769053141276,274.38805564244586
AAVE-USD,2021-10-31,276.3088684082031,454.2745361328125,271.14013671875,314.173095703125,327.3395182291667,324.41762288411456,298.09352048238117
AAVE-USD,2021-11-30,314.1565246582031,349.4751281738281,220.8496856689453,257.100830078125,282.4651692708333,303.4205271402995,313.15029525756836
AAVE-USD,2021-12-31,256.4865417480469,296.73663330078125,157.98207092285156,255.11048889160156,275.4614715576172,304.2080256144206,327.11554590861004
AAVE-USD,2022-01-31,255.03244018554688,284.6518859863281,131.9022216796875,157.60316467285156,223.27149454752603,275.3055063883464,315.24392954508465
AAVE-USD,2022-02-28,157.61582946777344,192.43673706054688,112.99856567382812,145.80545043945312,186.17303466796875,234.31910196940103,298.65521748860675
AAVE-USD,2022-03-31,145.7814483642578,240.31907653808594,113.95503997802734,206.27825927734375,169.89562479654947,222.67854817708334,284.42772674560547
AAVE-USD,2022-04-30,206.41195678710938,260.08660888671875,140.3490753173828,142.74085998535156,164.94152323404947,194.10650889078775,259.2620658874512
AAVE-USD,2022-05-31,142.7087860107422,161.79464721679688,65.5124282836914,113.12042236328125,154.04651387532553,170.10977427164713,236.7651507059733
AAVE-USD,2022-06-30,113.07476043701172,119.90753173828125,45.97915267944336,56.96986389160156,104.2770487467448,137.08633677164713,220.64718119303384
AAVE-USD,2022-07-31,57.06040954589844,108.74557495117188,54.939720153808594,97.96058654785156,89.3502909342448,127.14590708414714,201.22570673624674
AAVE-USD,2022-08-31,97.92691040039062,115.52003479003906,78.32451629638672,84.92256927490234,79.95100657145183,116.99876022338867,175.65893109639487
AAVE-USD,2022-09-30,84.91285705566406,96.11431121826172,70.98306274414062,74.51819610595703,85.80045064290364,95.03874969482422,158.85864893595377
AAVE-USD,2022-10-31,74.53047180175781,89.73778533935547,65.57518005371094,83.95130157470703,81.1306889851888,85.2404899597168,139.6734994252523
AAVE-USD,2022-11-30,83.9457015991211,97.958984375,50.692291259765625,65.35313415527344,74.6075439453125,77.27927525838216,123.69452476501465
AAVE-USD,2022-12-31,65.35466766357422,67.00773620605469,51.725914001464844,51.97913360595703,67.09452311197917,76.4474868774414,106.76691182454427
AAVE-USD,2023-01-31,51.97866439819336,90.53107452392578,51.28887176513672,83.01890563964844,66.78372446695964,73.95720672607422,100.55155690511067
AAVE-USD,2023-02-28,83.02094268798828,95.06683349609375,73.99576568603516,77.55482482910156,70.85095469156902,72.72924931844075,94.86400477091472
AAVE-USD,2023-03-31,77.56090545654297,82.97391510009766,64.80950927734375,74.19947814941406,78.25773620605469,72.67612965901692,83.85743967692058
AAVE-USD,2023-04-30,74.18572235107422,84.0395736694336,66.97846221923828,70.58737182617188,74.1138916015625,70.44880803426106,77.84464899698894
AAVE-USD,2023-05-31,70.57916259765625,74.13458251953125,60.55194854736328,63.8609504699707,69.54926681518555,70.20011075337727,73.73969300587972
AAVE-USD,2023-06-30,63.85654830932617,76.12866973876953,49.12092590332031,70.4219741821289,68.2900988260905,73.27391751607259,74.860702196757
AAVE-USD,2023-07-31,70.4261703491211,87.36946868896484,64.34778594970703,65.32415771484375,66.53569412231445,70.32479286193848,72.14099979400635
AAVE-USD,2023-08-31,65.32902526855469,69.04676818847656,52.09787368774414,55.51651382446289,63.754215240478516,66.65174102783203,69.6904951731364
AAVE-USD,2023-09-30,55.518211364746094,68.50797271728516,51.5671272277832,67.55301666259766,62.79789606730143,65.54399744669597,69.11006355285645
AAVE-USD,2023-10-31,67.55268859863281,90.46165466308594,61.31899642944336,81.4461669921875,68.17189915974934,67.3537966410319,68.90130233764648
AAVE-USD,2023-11-30,81.44345092773438,109.52819061279297,80.97759246826172,98.23991394042969,82.41303253173828,73.0836238861084,71.64186731974284
AAVE-USD,2023-12-31,98.24562072753906,129.2165985107422,88.33417510986328,109.05589294433594,96.24732462565105,79.52261034647624,76.39826393127441
AAVE-USD,2024-01-31,108.9357681274414,119.5286636352539,84.3930892944336,85.96074676513672,97.75218454996745,82.9620418548584,76.64341735839844
AAVE-USD,2024-02-29,85.95046997070312,114.39879608154297,81.73815155029297,105.76948547363281,100.26204172770183,91.33753712972005,78.99463907877605
AAVE-USD,2024-03-31,105.73612976074219,153.27215576171875,95.33264923095703,128.25408935546875,106.66144053141277,101.4543825785319,83.49919001261394
AAVE-USD,2024-04-30,128.25401306152344,133.6083526611328,72.26114654541016,83.36331176757812,105.79562886555989,101.77390670776367,84.56385167439778
AAVE-USD,2024-05-31,83.36363983154297,114.26280975341797,78.80548858642578,103.94122314453125,105.1862080891927,102.72412490844727,87.90387439727783
AAVE-USD,2024-06-30,103.94122314453125,105.3578109741211,77.01121520996094,97.20525360107422,94.8365961710612,100.74901835123698,90.13581434885661
AAVE-USD,2024-07-31,97.2176284790039,112.04352569580078,72.60899353027344,107.5732421875,102.90657297770183,104.35110092163086,93.65657138824463
