symbol,Date,Open,High,Low,Close,MA_4,MA_12,MA_52
AAVE-USD,2020-10-04,0.0,65.30593872070312,0.0,52.67503356933594,,,
AAVE-USD,2020-10-11,52.67503356933594,55.11235809326172,35.9706916809082,49.66072463989258,,,
AAVE-USD,2020-10-18,49.66157150268555,57.853946685791016,38.63361358642578,40.746971130371094,,,
AAVE-USD,2020-10-25,40.83675765991211,42.54665756225586,32.04814910888672,37.904762268066406,45.246872901916504,,
AAVE-USD,2020-11-01,37.904762268066406,39.16386413574219,27.792461395263672,30.657276153564453,39.74243354797363,,
AAVE-USD,2020-11-08,30.65728187561035,54.78636169433594,25.966154098510742,53.7493782043457,40.764596939086914,,
AAVE-USD,2020-11-15,53.74937438964844,71.17455291748047,49.860130310058594,64.23729705810547,46.63717842102051,,
AAVE-USD,2020-11-22,64.23729705810547,82.17322540283203,61.209228515625,68.4247817993164,54.26718330383301,,
AAVE-USD,2020-11-29,68.4247817993164,74.38013458251953,50.384220123291016,68.8531265258789,63.81614589691162,,
AAVE-USD,2020-12-06,68.8564453125,94.06976318359375,68.8564453125,87.95642852783203,72.3679084777832,,
AAVE-USD,2020-12-13,87.95654296875,94.70016479492188,70.70723724365234,83.42745971679688,77.16544914245605,,
AAVE-USD,2020-12-20,83.45492553710938,96.0685806274414,79.78814697265625,85.96947479248047,81.55162239074707,60.35522619883219,
AAVE-USD,2020-12-27,85.96910095214844,87.63337707519531,63.67705154418945,76.96798706054688,83.58033752441406,62.37963898976644,
AAVE-USD,2021-01-03,76.9117431640625,92.42910766601562,75.19173431396484,91.09664916992188,84.36539268493652,65.83263270060222,
AAVE-USD,2021-01-10,91.23049926757812,134.0995635986328,88.20160675048828,126.20067596435547,95.05869674682617,72.9537747701009,
AAVE-USD,2021-01-17,126.14800262451172,199.4268035888672,95.15299987792969,186.2648468017578,120.13253974914551,85.31711514790852,
AAVE-USD,2021-01-24,186.19020080566406,285.43280029296875,148.81666564941406,264.85015869140625,167.10308265686035,104.83318869272868,
AAVE-USD,2021-01-31,264.25885009765625,317.1885681152344,240.2594451904297,300.06256103515625,219.34456062316895,125.35928726196289,
AAVE-USD,2021-02-07,300.03662109375,534.4091796875,285.1721496582031,461.5083312988281,303.1714744567871,158.4652067820231,
AAVE-USD,2021-02-14,461.796142578125,559.1229248046875,458.58013916015625,471.6146545410156,374.50892639160156,192.0643628438314,
AAVE-USD,2021-02-21,470.9225769042969,494.31787109375,401.5367126464844,435.853759765625,417.25982666015625,222.64774894714355,
AAVE-USD,2021-02-28,435.8783874511719,444.6733093261719,288.7145080566406,344.8699951171875,428.46168518066406,244.05721282958984,
AAVE-USD,2021-03-07,345.18927001953125,413.6380920410156,341.8335266113281,407.1524658203125,414.87271881103516,271.0342966715495,
AAVE-USD,2021-03-14,407.24542236328125,450.2597961425781,361.5328063964844,381.0826110839844,392.23970794677734,295.6270580291748,
AAVE-USD,2021-03-21,380.7009582519531,395.1890563964844,352.7366638183594,370.15155029296875,375.8141555786133,320.05902163187665,
